index,uuid,driver_version,name,gpu_serial,display_active,display_mode
0,GPU-a9d8311f-6242-fc22-637b-350e9ac272b0,525.105.17,Tesla T4,1561120013682,Disabled,Enabled

pid,process_name,gpu_uuid,gpu_name,used_memory

index,utilization_gpu,memory_total,memory_used,memory_free,timestamp
0,0,15360,3,15098,2023/08/27 10:07:14.049
0,0,15360,921,14180,2023/08/27 10:07:44.100
0,0,15360,1819,13282,2023/08/27 10:08:14.152
0,0,15360,1819,13282,2023/08/27 10:08:44.196
0,0,15360,1819,13282,2023/08/27 10:09:14.232
0,0,15360,1819,13282,2023/08/27 10:09:44.276
0,0,15360,1819,13282,2023/08/27 10:10:14.324
0,0,15360,1819,13282,2023/08/27 10:10:44.381
0,0,15360,1819,13282,2023/08/27 10:11:14.422
